app,version,review_date,star_rating,review
instagram,'83.0',3/10/2019,4,"I wish Instagram would open all of its cool and neat features to everyone not just people who have over 10,000 likes. Everyone should have freedom of authenticity to post in any means available. Such as the swipe up features and adding mini slide shows. Thanks!"
instagram,'83.0',3/10/2019,1,It logged me out of all my accounts
instagram,'83.0',3/10/2019,4,How do you go offline in the app? You used to be able to using the setting button on your profile page and the profile settings is now super simplified.
instagram,'83.0',3/10/2019,5,Fantastic
instagram,'83.0',3/10/2019,5,Ig is the best
instagram,'83.0',3/10/2019,1,My info is correct and it has said sorry cant do your request for an hour.Please fix this
instagram,'83.0',3/10/2019,5,"Instagram gives me so much joy. I love that I get to visualize on here. For creatives like me, you picture everything."
instagram,'83.0',3/10/2019,1,Instagram is to complex
instagram,'83.0',3/10/2019,5,Very Good
instagram,'83.0',3/10/2019,5,This is the chillest app.
instagram,'83.0',3/10/2019,5,I like dis can I get more likes and views
instagram,'83.0',3/10/2019,1,"Instagram is screwing up so bad right now. I can't see who I'm following, who follows me, the notifications, or even how many posts I have! This is unacceptable!!!"
instagram,'83.0',3/10/2019,3,"Fun social media application but does not review reports. Poor customer service. Please do not automatically take down my photos & videos without viewing the content prior! Also, there are many fake accounts pretending to be me and IG has done NOTHING about it."
instagram,'83.0',3/10/2019,5,This app is amazing! You can talk with your friends you can look at peoples photos and post your own! Do think it could be more appropriate though......
instagram,'83.0',3/10/2019,5,Love IG nothing more to say
instagram,'83.0',3/10/2019,5,Instagram is so good and I love it.This is a good app that i will always have.
instagram,'83.0',3/10/2019,1,So my app has been crashing all day since yesterday.
instagram,'83.0',3/10/2019,5,Love being able to post so easily!  Love instagram!!
instagram,'83.0',3/10/2019,3,I have a 6s & every time you upgrade you remove music and it takes me a few upgrades to get it back.
instagram,'83.0',3/10/2019,1,Still tracks my location even though I have not allowed it to do so. Thanks for respecting my wishes.
instagram,'83.0',3/10/2019,3,Used to love Instagram but the introduction of advertising and mining my likes to send me more ads is disappointing. Considering closing account.
instagram,'83.0',3/10/2019,1,i am literally about to delete this app because i have very high quality photos and when i upload them the quality becomes actual trash and i am sick and tired of it. even sometimes the quality is fine at first but then i go to the post a few days later and it is COMPLETELY DESTROYED. fix this asap!!!
instagram,'83.0',3/10/2019,5,Good
instagram,'83.0',3/10/2019,5,It is a good app to show your life
instagram,'83.0',3/10/2019,5,Love love
instagram,'83.0',3/10/2019,1,Why i cant post any thing on my feed?for 3days really????fix this problem please
instagram,'83.0',3/10/2019,1,Stop not giving us the choice of how we view pictures!!!! If you think it is such a great idea to create an algorithm of your choosing and not mine then let me choose!! But I can not because of your arrogance.  I want to see when/how long ago a friend posted a picture
instagram,'83.0',3/10/2019,2,I love Instagram but almost every time a new update comes something stops working. Right now I can't like or comment on post or reply to Instagram stories along with live stories. I can't even accept new follow request or follow people. I've been sending emails and reporting these problems for weeks now and it's still happening. I tried logging in online and that works but it doesn't work on the actual app.
instagram,'83.0',3/10/2019,5,Oh yeah insta is the best of the hole social media
instagram,'83.0',3/10/2019,2,Please stop screen recording my phone whenever I try to post. This makes me severely uncomfortable
instagram,'83.0',3/10/2019,5,Insgram is amazing
instagram,'83.0',3/10/2019,4,Read the title
instagram,'83.0',3/10/2019,5,Best App Ever
instagram,'83.0',3/10/2019,5,We love connect with the people around the world! Instagram is a excellent tool!
instagram,'83.0',3/10/2019,5,Zzz
instagram,'83.0',3/10/2019,5,Asome
instagram,'83.0',3/10/2019,5,Is the best app u can text friends and see people post.
instagram,'83.0',3/10/2019,2,I want to see the viewers who seen my previous stories! Changing it is a stupid idea!
instagram,'83.0',3/10/2019,1,My live dosent workkkkkk with out vpn  And l cant see my direct without refreshing solve itttt
instagram,'83.0',3/10/2019,5,Very good
instagram,'83.0',3/10/2019,4,Instagram is a very good social media! You can share things you do and see what people you follow do!
instagram,'83.0',3/10/2019,4,IG needs to become a free market place and not try and control commerce when it is made through ads
instagram,'83.0',3/10/2019,4,Ther has to b a bettr way to view stories or live vids. Thers pressure to view b4 they xpire / get replaced w new ones. I lov the feature that u can flag them and keep in tabs in jr profy
instagram,'83.0',3/10/2019,4,Can this be fixed in the next update?
instagram,'83.0',3/10/2019,5,I stay on instagram
instagram,'83.0',3/10/2019,5,Love that I have somewhere to post my pics
instagram,'83.0',3/10/2019,2,I like IG but hate the fact that they have control over when we can or cannot deactivate our accounts is just really frustrating! We should have full control over that at least. A reason could be anything yet you still have to wait a week! What if someone is threatening you and you just want to deactivate it? Now you have to wait a week!! Nonsense.
instagram,'83.0',3/10/2019,2,The new update removes all your views less than 24 hrs before your post expired. This is stupid and dumb. Fix it
instagram,'83.0',3/10/2019,5,I love Instagram it changed my life
instagram,'83.0',3/10/2019,3,The white light is tough on the eyes..
instagram,'83.0',3/10/2019,5,Does Ashton Kutcher have the authority to make MeetMrFashion brand ambassador for Instagram?
instagram,'83.0',3/10/2019,1,Stop deleting fanpages!
instagram,'83.0',3/10/2019,5,Aliyeee
instagram,'83.0',3/10/2019,5,it will update for the little bug fixes but the big ones where it changed the screen and things nope nothing happened. i deleted the app and the downloaded it again and still nothing. i also do not have instagram polls on my main account but do on my spam and other accounts.
instagram,'83.0',3/10/2019,2,Should be able to select multiple dms at one time & delete not one by one by swipe .. takes too long
instagram,'83.0',3/10/2019,5,I really enjoy following my friends and family stories on Instagram.
instagram,'83.0',3/10/2019,5,like like
instagram,'83.0',3/10/2019,5,Totalmente usadas
instagram,'83.0',3/10/2019,3,Please fix quality on instagram
instagram,'83.0',3/10/2019,5,5 starts cause I just seen J- Lo got engaged!!!!
instagram,'83.0',3/10/2019,1,BRING BACK WHO SEES MY STORIES EVEN AFTER 24 HOURS!
instagram,'83.0',3/10/2019,2,Eh
instagram,'83.0',3/10/2019,5,Jsjs
instagram,'83.0',3/10/2019,5,Good to find n meet new people with similar interest
instagram,'83.0',3/10/2019,5,Isssa cool ig
instagram,'83.0',3/10/2019,4,BRING BACK VIEWERS AFTER 24hrs AND RECENT VIEWER ON YOUR STORIES
instagram,'83.0',3/9/2019,5,Excellent way to share Bible plans communicate with people and keep up with the pictures of following people without being weird so great app
instagram,'83.0',3/9/2019,5,Love using instagram
instagram,'83.0',3/9/2019,5,You should tell us who unsent the message
instagram,'83.0',3/9/2019,1,Please Bring back the viewer list on old stores!
instagram,'83.0',3/9/2019,5,"There should be an option after making a post to re-edit the post when there are multiple pictures in one. I would like to delete certain pictures from a post that contains more than picture. For example, if I made a post that had 4 pictures in it ; later on I would like to delete one of the 4 pictures but keep the post up with the remaining pictures."
instagram,'83.0',3/9/2019,1,Instagram is doing nothing about the fact that my account has been hacked and it is posting pornography. I already have a new account. I just want the old one taken down. Customer service is terrible with this company.
instagram,'83.0',3/9/2019,5,Instagram is the best marketing tool . I run several accounts.ore than FB & Twitter you get a faster ROI hete.
instagram,'83.0',3/9/2019,5,The reason why I love ig is bc i can take selfies and post them and text all my friends
instagram,'83.0',3/9/2019,5,10/10 should make a dark mode for instagram!!
instagram,'83.0',3/9/2019,5,I love instagram please just add some night mode to make it more better.
instagram,'83.0',3/9/2019,4,This is a great app but some people hate on your post that is why I gave it a four star I block the haters and move on so think positive
instagram,'83.0',3/9/2019,5,"I have a great time on this app, great way to past time when you have time to give to this app."
instagram,'83.0',3/9/2019,2,Why is it that my new account I created All of a sudden disappears ?I hope you guys every one of your users you morons
instagram,'83.0',3/9/2019,4,Good app but you guys need to have an option where people that made a post with multiple pictures can later on delete 1 or more of those pictures.
instagram,'83.0',3/9/2019,5,Awesome social media networking for musicians!!...thank you Instagram!!!
instagram,'83.0',3/9/2019,3,Yeah!
instagram,'83.0',3/9/2019,1,It keeps saying sorry there was a problem with your request
instagram,'83.0',3/9/2019,5,"Instagram is an amazing app! This app has a lot of Famous Artists and actors and or actresses, like Charlie Puth, Ariana Grande, Colleen Ballinger, and lots more!"
instagram,'83.0',3/9/2019,1,More than half my pictures were deleted. Bring them back please!!!
instagram,'83.0',3/9/2019,1,Since when i cant post pics
instagram,'83.0',3/9/2019,5,This app is NICE.
instagram,'83.0',3/9/2019,5,But I like it
instagram,'83.0',3/9/2019,1,I reported a person who literally threatened to send a bomb to my house and they said it didn't violate their community guidelines.  That's some BS.
instagram,'83.0',3/9/2019,5,You look good
instagram,'83.0',3/9/2019,5,Pee
instagram,'83.0',3/9/2019,1,"When ever me or my friends try to log into Instagram an error message pops up. I changed my password and everything but nothing works, I reached out to Instagram a week ago and no one has responded to me about not being able to log in using the app. I logged in using safari and I was able to access my account but not through the app it self."
instagram,'83.0',3/9/2019,5,This App Is Great Im 10 yrs old Now And I Luv That U Can Video Chat Your BFF Bf Gf
instagram,'83.0',3/9/2019,5,Very ok
instagram,'83.0',3/9/2019,1,Every time i post a pic with a subline it deletes it
instagram,'83.0',3/9/2019,5,It is the best social media app ever
instagram,'83.0',3/9/2019,1,Such a flipping ripoff
instagram,'83.0',3/9/2019,1,To frigegood
instagram,'83.0',3/9/2019,5,best app for social media
instagram,'83.0',3/9/2019,2,Why am I locked out of the IG app?????
instagram,'83.0',3/9/2019,5,"But listen as much as I LOVE INSTAGRAM, PLEASE add a feature of deleting multiple posts at once. I need to clean my IG page and make it more branded to my music career. One by one is intensely inconvenient"
instagram,'83.0',3/9/2019,1,I have been sending messages for months about my account just to be ignored.
instagram,'83.0',3/9/2019,1,and I surf something on my MacBook and get very targeted ads within a day unless I am in stealth mode with Firefox - it is creepy and egregious social media skankiness
instagram,'83.0',3/9/2019,5,Phenomenal
instagram,'83.0',3/9/2019,5,Great app
instagram,'83.0',3/9/2019,4,I love Instagram so much! Just one problem.. The Instagram pop up notifications will never pop up on my phone and the only time I would get the notification or likes or DMs is when I am in the app. Could you fix it?
instagram,'83.0',3/9/2019,5,Love you
instagram,'83.0',3/9/2019,1,Stop scamming me IG pay me
instagram,'83.0',3/9/2019,1,Please fix music sticker and go back to chronological order.
instagram,'83.0',3/9/2019,5,Love Instagram alit better then Facebook
instagram,'83.0',3/9/2019,4,Drama free... great way to connect without talking... lol
instagram,'83.0',3/9/2019,1,One account got banned or something idk why but now I cant sign in at all
instagram,'83.0',3/9/2019,2,Bastardo
instagram,'83.0',3/9/2019,5,"Can Instagram please fix the glitch(?) where you post a story w/ text but it comes out w/o text? Its really annoying and just makes my stories look awkward. Other than that, the app is amazing"
instagram,'83.0',3/9/2019,5,Love everything about it
instagram,'83.0',3/9/2019,1,i had 800 followers now i have 600 . TAKE ME OFF SHADOWBANNED AND STOP DELETING MY FOLLOWERS .  @infamoussniko
instagram,'83.0',3/9/2019,5,It is an amazing app I loved it you can texted your friends and your family from far away and it has really good effects on it is fun to use thanks for making Instagram thanks once again
instagram,'83.0',3/9/2019,5,Love visuals nice app
instagram,'83.0',3/9/2019,2,Blocked me from logging in!!!
instagram,'83.0',3/9/2019,5,A great way to stay in touch with friends and family!
instagram,'83.0',3/9/2019,2,the  new update it soooooo bad please change
instagram,'83.0',3/9/2019,3,I wish it was like tumblr ...like if I search for something back in the day on tumblr I was sure to find tons of examples of whatever I type in on Instagram I search for something I may only find 2 examples
instagram,'83.0',3/9/2019,3,U guys should make it so when you post a collection of photos u have the option to delete some of them or change the order.
instagram,'83.0',3/9/2019,5,Good and I loved
instagram,'83.0',3/9/2019,1,"FIX YOUR COMPRESSION, ITS MAKES THE IMAGES LOOK SO LOW QUALITY"
instagram,'83.0',3/9/2019,5,It is so cool because u can experience your feelings and when you are gonna morning
instagram,'83.0',3/9/2019,3,"If you post pro-trump posts, say your account goodbye"
instagram,'83.0',3/9/2019,5,You can take photos from your phone or tablet. You can call people.Share with other people.And finally you can edit your photos!!!
instagram,'83.0',3/9/2019,4,Fun app but covered up crimes committed against me by brielle police and the company refuses to give me the evidence because I posted it.
instagram,'83.0',3/9/2019,4,People with same IP address get blocked and keep making new profiles and continue harassing
instagram,'83.0',3/12/2019,2,i liked seeing people who viewed my story after 24 hours but i miss seeing how many posts i/people had! if i'm tryna stalk somebody i don't know how long it's gonna take now.
instagram,'83.0',3/12/2019,4,Hey can you guys go back to when we were able to see the viewers on our story after the 24 hours this is not Snapchat smh
instagram,'83.0',3/12/2019,3,I like insta but it does not always let me post my photos.
instagram,'83.0',3/12/2019,5,Instagram is part of my life....my family
instagram,'83.0',3/12/2019,5,Instagram is a good app but they need to be more on the security and there help center they should be able to answer peoples email quickly Insted of them taking months.
instagram,'83.0',3/12/2019,5,Fali vam focus opcija za iphone 6!!!!!
instagram,'83.0',3/12/2019,3,is all good but my calls end by itself
instagram,'83.0',3/12/2019,5,End gx b dud yx dud xyx x
instagram,'83.0',3/12/2019,2,Please add the option to delete multiple photos at one !!!! What are you guys waiting for?
instagram,'83.0',3/11/2019,5,Best way to Share
instagram,'83.0',3/11/2019,4,Please make an option for people to delete pages instead of having to delete the app.
instagram,'83.0',3/11/2019,5,It feels really cool to be here
instagram,'83.0',3/11/2019,5,YaasssssssSsaaaaSss
instagram,'83.0',3/11/2019,5,I need a good update
instagram,'83.0',3/11/2019,4,This app gives me huge peepee
instagram,'83.0',3/11/2019,1,"i just wanted to try out the business profile feature and now i want to switch back to my personal profile.  it won't let me because it says i have to log into facebook, BUT I DONT HAVE FACEBOOK! SO NOW IM STUCK WITH THE BUSINESS PROFILE!"
instagram,'83.0',3/11/2019,1,I hate this algorithm.
instagram,'83.0',3/11/2019,5,I swear I love Instagram
instagram,'83.0',3/11/2019,5,LOOOOVELOOOVE LOOOOVE
instagram,'83.0',3/11/2019,2,We can no longer see who viewed our stories after 24 hours and this needs to be fixed.
instagram,'83.0',3/11/2019,5,Yerrrr add me on the grams tho @slickricknj_
instagram,'83.0',3/11/2019,5,Instagram is cute. I love it
instagram,'83.0',3/11/2019,5,Please verify me
instagram,'83.0',3/11/2019,1,Every 5th post and every 3rd story is an Ad.
instagram,'83.0',3/11/2019,1,"I CANT SHARE TO FACEBOOK NO MATTER EVERYTHING IVE TRIED, IT STILL WONT SHARE"
instagram,'83.0',3/11/2019,5,Love this app so fun
instagram,'83.0',3/11/2019,5,Great platform to share fishing adventures with my clients Captainjasonstock.com
instagram,'83.0',3/11/2019,5,It is easy love it!
instagram,'83.0',3/11/2019,1,The layout of my account is so ugly now!!!!!
instagram,'83.0',3/11/2019,5,Insta is so cool
instagram,'83.0',3/11/2019,5,I absolutely LOVE Instagram for my online store! Fabulous way to showcase my products!
instagram,'83.0',3/11/2019,5,I can post any pictures
instagram,'83.0',3/11/2019,4,"Fine picture sharing app, just wish you can share more than 10 pictures so I could retire from Facebook drama."
instagram,'83.0',3/11/2019,5,And horrible on iPad
instagram,'83.0',3/11/2019,1,I can not post at all for no reason!! Instagram is so bad right now!!!
instagram,'83.0',3/11/2019,5,Instagram seems to be a better platform to self promote or for YouTube.
instagram,'83.0',3/11/2019,5,pretty sick
instagram,'83.0',3/11/2019,5,lit
instagram,'83.0',3/11/2019,2,The share feature icons are not showing.Thanks for the screw job.
instagram,'83.0',3/11/2019,5,Literally could not live without this app.
instagram,'83.0',3/11/2019,4,;add kick feature to kick people out of group text
instagram,'83.0',3/11/2019,5,This app is nice as hell tbh way better then Facebook lol
instagram,'83.0',3/11/2019,5,A.  M.    A.    Z.   I.   N.    G.         G.       A.      M.   -         E.
instagram,'83.0',3/11/2019,4,Instagram is not letting me login my account
instagram,'83.0',3/11/2019,5,Hi every time that I click on someone to follow it marks it as following but then when I go back to there page it is not following and it asks to make the request again. Could you please look into it. Thank you.
instagram,'83.0',3/11/2019,3,"When I play videos one after the other, the second video starts playing automatically interrupting first video. This is a major Bug. My phone : iphoneXR . I have screen recorded this issue, not sure how to share."
instagram,'83.0',3/11/2019,5,Only Brandi
instagram,'83.0',3/11/2019,5,You are welcome
instagram,'83.0',3/11/2019,5,I love it a lot I love to use this app as my blogging plat form for fun
instagram,'83.0',3/11/2019,5,Great app needs to make a share button for videos and photos instead of users having to download ab3 party app
instagram,'83.0',3/11/2019,5,Best app ever love it
instagram,'83.0',3/11/2019,5,GOOD
instagram,'83.0',3/11/2019,3,3 Stars because the app refreshes every minute.
instagram,'83.0',3/11/2019,4,"Can you guys please add a feature where you can see how long ago people posted on their story, because I keep clicking on stories when they posted 50s, and that gets really awkward because it makes you look desperate, PLEASE"
instagram,'83.0',3/11/2019,1,My account has ben stollen or hacker or stopped and iam sending a messege to instagram and no one replay w restore my account its too much all the app like facebook twitter anything you want you can online chat with the team in instagram nothing
instagram,'83.0',3/11/2019,1,Wish I could post from my computer rather than phone
instagram,'83.0',3/11/2019,2,My display picture keeps moving the left side of my screen to the right side but my viewers can view it normal little confused with this never ending issue
instagram,'83.0',3/11/2019,5,Super 10 melhor de tds os App
instagram,'83.0',3/11/2019,1,They gay
instagram,'83.0',3/11/2019,2,Anyone knows why it looked shrunk/minimized???
instagram,'83.0',3/11/2019,5,I appreciate the ease of switching accounts.
instagram,'83.0',3/11/2019,1,"Please remove the close friend badge. The whole idea of only certain ppl being able to see specific things you post is brilliant but, the close friend label needs to go. Only person that should be able to know that your story is only being shown to a select group of ppl is the account holder."
instagram,'83.0',3/11/2019,3,"Yo insta - my handle is @kurtmnoel - please give me music on my stories. I had it once before, then it went away. Just end the misery lol. Please and thank you! Oh and then i will rate you a 5."
instagram,'83.0',3/11/2019,1,Can you PLEASE put back viewer list on my stories?! Why was it taken off in the first place...
instagram,'83.0',3/11/2019,4,"Please we want the viewer list appear after 24 hour again, it is the worst update ever"
instagram,'83.0',3/11/2019,5,Awesomeee!!!
instagram,'83.0',3/11/2019,2,Somthing doesnt work on it and it makes confused people
instagram,'83.0',3/11/2019,1,"Why do not you login to an entry? Tell me why I logged in. Sorry, there was a problem with your request. I hope you will solve this problem please please .   My account : gtc7   Thank you Instagram ."
instagram,'83.0',3/11/2019,5,Love the opportunity you can fine through Instagram.
instagram,'83.0',3/11/2019,1,gay pornography
instagram,'83.0',3/11/2019,5,Good
instagram,'83.0',3/11/2019,5,Best best best
instagram,'83.0',3/11/2019,3,IG get it together!
instagram,'83.0',3/11/2019,5,I have 3 accounts and they r amazing
instagram,'84.0',3/13/2019,5,"You guys should add something that can alert people of the requested messages.  Sincerely a dear user  Thank you ,"
instagram,'84.0',3/13/2019,4,Add the music back to my instagram !!!!
instagram,'84.0',3/13/2019,5,"Great exposure, great experience. Lots of opportunities! The best for business."
instagram,'84.0',3/13/2019,5,Amazingly Addictive!
instagram,'84.0',3/13/2019,5,whe dong know what know but god is know
instagram,'84.0',3/13/2019,1,I can't login my account(@harf_sarpanch )in this application
instagram,'84.0',3/13/2019,3,"I am now unable to share my posts to Facebook. This literally happened overnight. Now when I tap the three dots on a post, the share option is gone. Please fix this!"
instagram,'84.0',3/13/2019,5,Thanks for all the support this has been helping me with my life thanks
instagram,'84.0',3/13/2019,5,"IG cumple un rol fundamental en mi trabajo como profesional de la imagen, en mantenerme conectada, vigente y divertida al mismo tiempo. Es la comunidad y red social favorita hoy por hoy."
instagram,'84.0',3/13/2019,5,Makan sayad
instagram,'84.0',3/13/2019,3,I am a photographer and upload content all the time from my IPad Pro 12.9.  Why am I stretching a phone app on my tablet in 2019?  Please fix!
instagram,'84.0',3/13/2019,5,PRETTY AWESOME.  IM WORKING IT OUT. BOOM
instagram,'84.0',3/13/2019,2,where is landscape mode.?
instagram,'84.0',3/13/2019,5,#360Ls perfect service
instagram,'84.0',3/13/2019,4,Where did the share button go?? After posting...
instagram,'84.0',3/13/2019,5,Love it
instagram,'84.0',3/13/2019,5,I would like for in the future maybe one day if you forget your login and your email there should at least be a photo identification so you can show proof that it is you and the account belongs to you.like If I remember my account username I can still show proof that it is me by me trying to login.If I remember my account I can still show instagram proof that it is me trying to login back in and at the login in screen If i could choose photo identification as one of my options.That would be great if that make sense.Thank you.
instagram,'84.0',3/13/2019,1,Why is it that every time I change my profile pic it changes the bright picture into a dim dark shade and it makes it look blurry a little ?! Can this be fixed
instagram,'84.0',3/13/2019,3,Too many fake girls on here man
instagram,'84.0',3/13/2019,5,Cool app this is.
instagram,'84.0',3/13/2019,1,"Why is the Instagram app only available for the iPhone? I had to download the iPhone version to use on my iPad, which of course means that the screen size available is only half. And I need the app installed because Instagram in their infinite wisdom doesn't have a web version. Get your s**t together guys!"
instagram,'84.0',3/13/2019,5,I enjoy it
instagram,'84.0',3/13/2019,2,One of my accounts was disabled ! For absolutely no reason . I cannot log into my other accounts on the app . Only on safari .
instagram,'84.0',3/13/2019,4,I follow some accounts whose first language is different from mine - would be great if there was a feature to help with translating text!
instagram,'84.0',3/13/2019,1,Instagram says they are going too send a code but they never do I been trying and wait for a week
instagram,'84.0',3/13/2019,5,Instagram is so amazing and opens your eye to new things
instagram,'84.0',3/13/2019,2,I had the music sticker one day. Then the next day it just disappears. Not even an option any longer. So annoying.
instagram,'84.0',3/12/2019,5,I like
instagram,'84.0',3/12/2019,4,Is anyone else having problems accessing their music on instagram stories even though the app is upgraded to the latest cause I am. Someone help please. Ive already looked at YouTube videos and nothing has worked.
instagram,'84.0',3/12/2019,5,Awesome just awesome
instagram,'84.0',3/12/2019,5,Every time I open the app it crashes pls fix this.
instagram,'84.0',3/12/2019,3,Es una buena app
instagram,'84.0',3/12/2019,1,How do i fix this issue
instagram,'84.0',3/12/2019,5,I love this app so much and I love seeing all of me fav YouTubers instas
instagram,'84.0',3/12/2019,1,Now is impossible share on Facebook the pictures. Why instagram???
instagram,'84.0',3/12/2019,5,make a dark theme option
instagram,'84.0',3/12/2019,5,The best social media app ever!!
instagram,'84.0',3/12/2019,5,DEAR INSTAGRAM.  Please make it to where we can edit our pictures after posting them. I hate having to delete the whole picture because of how I cropped it or because of one little part of the filter is filtered wrong or ugly. Or having delete two pictures for one post instead of just one with the option of editing to your posts like editing your comments!!!!  PLEASSSSSSEEEEEEEEE.  I love you Instagram thank you.
instagram,'84.0',3/12/2019,2,I can't sign into my account and by switching to my backup and I cant even go in that one either fix your app please I need to talk to my friends
instagram,'84.0',3/12/2019,2,I love the app but the one flaw I have is that I can put music on my background when I am taking a video and this happened to my last phone that I had which was the iPhone 7+
instagram,'84.0',3/12/2019,2,Why does my phone not play the music on my story time. how can I fix this?
instagram,'84.0',3/12/2019,2,It is so annoying that the links open up in the Instagram app. Why do they not have the option to go to safari??
instagram,'84.0',3/12/2019,5,Al good
instagram,'84.0',3/15/2019,4,Would like options to share more than one website!
instagram,'84.0',3/15/2019,1,Three days and I still can't get into any of my accounts through this crap app.
instagram,'84.0',3/15/2019,4,Awesome app been using for 7 years love it but when posting videos the quality downgrades significantly
instagram,'84.0',3/15/2019,1,i dont like how its set up!!!!! put it back!!!!!!!! PUT MY BIO BACK ! I CANT SEE HOW MANY POST I GOT ITS UGLY ! WHAT ARE YALL DOING TO INSTAGRAM ! PUT IT BACK HOW IT WAS !  GOSH
instagram,'84.0',3/15/2019,3,Im an artist and for an app circled around sharing photos it sure does like to butcher the quality of my work. I really would like to see better options when it comes to photo/video quality. Another thing- why cant we share photos in DMs with better quality or downloads?? I really would like to see a better way of sharing photos and commission work with my clients so i dont have to email them every time.
instagram,'84.0',3/15/2019,1,"I just updated my app thinking it had something to do with fixing whatever shut down IG (and FB)  completely earlier this week. But now it freezes and crashes immediately when I go in there. Great update after the shutdown debacle this week, IG, thanks. Worse than ever."
instagram,'84.0',3/15/2019,5,bring back the watch app
instagram,'84.0',3/15/2019,1,"Instagram is great, but some features are not there :/"
instagram,'75.0',3/15/2019,4,I love loveee instagram and I can't spend one hour without checking it. Thank u for all ur hard work :) but why can't i see who saw my story highlights anymore? Bring it back... Plz plz :(
instagram,'84.0',3/15/2019,5,Best app ever
instagram,'84.0',3/15/2019,4,I wish on regular post I could decide who see that also like fb .
instagram,'84.0',3/15/2019,5,Facebook is dead.  Instagram is it!
instagram,'84.0',3/15/2019,5,I would suggest to create an application for Direct messages only .that would be beneficial
instagram,'84.0',3/15/2019,5,Beograd
instagram,'84.0',3/15/2019,5,I like keeping my pictures in instagram. :)
instagram,'84.0',3/15/2019,1,Troubles Logging In Every time i log in its and error
instagram,'84.0',3/15/2019,1,Please update the app I can not login on the instagram app please update it please.
instagram,'84.0',3/15/2019,5,123
instagram,'84.0',3/15/2019,4,"I absolutely love Instagram, but one thing would make it better. Is if you let the posts I am tagged in be added to my timeline."
instagram,'84.0',3/15/2019,5,Very good site
instagram,'84.0',3/15/2019,1,The amount and frequency of ads are ridiculous. Nothing stops or curbs the barrage of ads that clutter my feed. It takes much of the fun and joy of Instagram away.
instagram,'84.0',3/15/2019,2,Resoloution of the photos are so low.
instagram,'84.0',3/15/2019,5,"okay, i've been using instagram for a while now and recently it crashed and nobody really could use it for hours on end, finally it was fixed at about 11:30pm (EST) and now i don't get ANY notifications, so idk what's going on."
instagram,'84.0',3/15/2019,3,No notifications everyone dm me even delete and install again still no working
instagram,'84.0',3/15/2019,2,"Recently Instagram stopped working and then fixed it. But still have problems, not fixes.  I show some photos on the profile from the ""archive"", now the photos are neither on the profile nor on the archive. Just disappeared! I like this app, but I can't accept this.  My account is @aliensellcoke Plz fix it! Thank you very much"
instagram,'84.0',3/15/2019,2,Instagram is not letting me log in with my account they need to fix this
instagram,'84.0',3/15/2019,2,Instagram would be great if they would stop removing every little post over any tiny threat to their ridiculous content censorship.
instagram,'84.0',3/15/2019,1,Still unable to access main account for some reason! Am I the only one still having problems??
instagram,'84.0',3/15/2019,5,Instagram is the best!! I wanna make love to it sometimes!!!
instagram,'84.0',3/15/2019,1,My video gets deleted as soon as I post it !
instagram,'84.0',3/15/2019,3,Where is superzoom in ios version of instagram?
instagram,'84.0',3/15/2019,5,Thanks for not Sharing my post to the republic and Instagram Community have a blessed day
instagram,'84.0',3/15/2019,1,"Too many adds, enough with the adds already!"
instagram,'84.0',3/15/2019,5,Amazing
instagram,'84.0',3/14/2019,1,IPhone does not support Arabic in the account
instagram,'84.0',3/14/2019,1,"Keeps logging me out of certain accounts, I've changed my password, multiple times, yet it keeps happening. You need to fix this, along with quality. :/"
instagram,'84.0',3/14/2019,5,I Love Instagram I really do but can we pleeeaaasseeee get a mass delete option for DMs
instagram,'84.0',3/14/2019,1,This app was way better before Facistbook took control. They should revert to just picture and likes....
instagram,'84.0',3/14/2019,2,Idk what yall did but ur last update screwed it up and now nothing loads and i cant post anything and the app crashes every 10 min
instagram,'84.0',3/14/2019,1,Fix posting quality on videos sis
instagram,'84.0',3/14/2019,5,I love instagram it help me fire it at school
instagram,'84.0',3/14/2019,5,I rly like it lol
instagram,'84.0',3/14/2019,4,Why is the quality photo are kinda bad?
instagram,'84.0',3/14/2019,5,I enjoy capturing my photos and sharing with my friends and family. Instagram allows me to share in the present and reduces the clutter of scrapbooks.
instagram,'84.0',3/14/2019,1,Please go back to the old look this new one just stresses me out so much I liked the old look so much better please just go back to the old look
instagram,'84.0',3/14/2019,5,"For a quick reminder of the incredible variety of perspectives on the beauty that may be found here on beloved planet earth, I count on Instagram."
instagram,'84.0',3/14/2019,1,Instagrams big stupid problem is annoying me. Die Instagram die! I will try to kill you!
instagram,'84.0',3/14/2019,1,Yesterday instagram was cutting up not letting me do anything but today is so much better but other than yesterday instagram has been doing a good job keep up the good work but Yesterday was unacceptable.
instagram,'84.0',3/14/2019,5,Hi everybody
instagram,'84.0',3/14/2019,5,Instagram is so fun because you can find any type of picture or story you want and it is a way to express your life and looks
instagram,'84.0',3/14/2019,5,Good
instagram,'84.0',3/14/2019,2,Instagram is absolutely horrible now.
instagram,'84.0',3/14/2019,5,I really love going on instagram and posting cool stuff on there
instagram,'84.0',3/14/2019,1,Instagram is acting crazy it sign me out of my accounts and i saved it but when I tried to sign in. It said sorry sign up is blocked
instagram,'84.0',3/14/2019,3,There are sooooo many times when I want to draw and at the same use Instagram to use pictures for reference! PLEASE MAKE THIS FEATURE AVAILABLE!
instagram,'84.0',3/14/2019,4,A night mode or dark theme pls this makes everything better
